종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"486240","DAISHIN343 AI반도체&인프라액티브","36390","1890","5.48","36135.43","36225","37260","35865","29303","1075650169","116448000000","0","3200000","FnGuide AI반도체&인프라 지수","12082.78","589.41","5.13"
"434960","DAISHIN343 K200","131520","6870","5.51","130908.73","133905","136335","131520","789","105413015","92064000000","0","700000","코스피 200","1291.32","59.78","4.85"
"0189Z0","DAISHIN343 금융&지주고배당","10375","405","4.06","10368.80","10080","10580","10080","4190","43142250","10375000000","0","1000000","KRX-Akros 금융 & 지주 고배당 지수","3528.97","122.84","3.61"
"0174J0","DAISHIN343 오피스리츠플러스","8820","-330","-3.61","8760.90","8960","9340","8790","637","5739145","5292000000","0","600000","KRX 프라임 오피스 리츠 지수","835.49","-28.64","-3.31"
"0098Z0","FOCUS 200","111030","4775","4.49","110741.31","113545","114555","111030","100","11299891","61066500000","0","550000","코스피 200","1291.32","59.78","4.85"
"0176P0","FOCUS AI반도체위클리고정커버드콜","16480","670","4.24","16627.38","17030","17105","16422","16196","272308240","14832000000","0","900000","AI 반도체 위클리 고정 30% 커버드콜 지수","11904.31","531.75","4.68"
"448570","FOCUS AI코리아액티브","33925","1760","5.47","33798.30","34565","34895","33925","2004","69463065","47495000000","0","1400000","코스피","8123.62","359.67","4.63"
"285690","FOCUS ESG리더스","24110","750","3.21","24195.93","24775","24775","24110","38","936530","8438500000","0","350000","KRX ESG Leaders 150","3680.47","123.56","3.47"
"0073X0","FOCUS 알리바바미국채커버드콜혼합","10275","-15","-0.15","10350.11","10280","10290","10275","1560","16038725","5651250000","0","550000","KEDI 알리바바미국채커버드콜혼합지수(TR)","1123.17","0.00","0.00"
"293180","HANARO 200","129320","5375","4.34","130149.87","132665","135565","129320","260102","34973307967","620736000000","0","4800000","코스피 200","1291.32","59.78","4.85"
"407310","HANARO 200 TOP10","19680","600","3.14","19811.71","19920","20340","19655","2561","51490210","8856000000","0","450000","코스피 200 Top 10 지수","3071.79","129.44","4.40"
"332930","HANARO 200TR","168765","6820","4.21","170134.71","174345","177055","168765","22635","3917931350","244709250000","0","1450000","코스피 200 TR","1710.59","79.10","4.85"
"304780","HANARO 200선물레버리지","203145","16270","8.71","204482.78","216105","221305","203145","1363","290064860","101572500000","0","500000","코스피 200 선물지수","6340.41","317.22","5.27"
"306520","HANARO 200선물인버스","2275","-105","-4.41","2276.30","2185","2275","2125","21072","46369423","1251250000","0","550000","코스피 200 선물지수","6340.41","317.22","5.27"
"0123S0","HANARO 26-12 은행채(AA+이상)액티브","10125","0","0.00","10123.00","10150","10150","10115","42","425385","62268750000","0","6150000","KIS 은행채2612만기형 지수","109.70","0.00","0.00"
"0091M0","HANARO 27-06 회사채(AA-이상)액티브","10090","-5","-0.05","10094.53","10095","10095","10085","405","4087455","104128800000","0","10320000","KIS 회사채(AA-이상)2706만기형지수(총수익)","108.73","0.00","0.00"
"448490","HANARO 32-10 국고채액티브","53010","455","0.87","52926.92","52855","53010","52815","3362","177595452","13464540000","0","254000","KAP 32-10 국고채 10년 총수익지수","105.53","0.00","0.00"
"454320","HANARO CAPEX설비투자iSelect","49150","2490","5.34","48618.73","49670","49885","47570","19799","965146037","142535000000","0","2900000","iSelect CAPEX 설비투자 지수(시장가격)","6987.76","302.35","4.52"
"395290","HANARO Fn K-POP&미디어","6000","30","0.50","6035.25","6010","6150","5945","117458","709351653","37500000000","0","6250000","FnGuide K-POP & 미디어 지수","571.85","3.32","0.58"
"395280","HANARO Fn K-게임","3850","95","2.53","3834.61","3805","3905","3775","41533","160361505","9432500000","0","2450000","FnGuide K-게임 지수","740.80","6.11","0.83"
"368190","HANARO Fn K-뉴딜디지털플러스","8455","390","4.84","8449.16","8350","8660","8350","2341","19932735","27901500000","0","3300000","FnGuide K-뉴딜 디지털 플러스 지수","2029.59","88.77","4.57"
"402460","HANARO Fn K-메타버스MZ","16480","-395","-2.34","16546.34","17630","17790","16415","14398","250867130","9064000000","0","550000","FnGuide K-메타버스 MZ 지수(시장가격)","2661.24","-36.68","-1.36"
"395270","HANARO Fn K-반도체","71000","1800","2.60","71370.45","74170","75430","70985","7567623","563524545269","4465900000000","0","62900000","FnGuide K-반도체 지수","21461.83","636.42","3.06"
"438900","HANARO Fn K-푸드","11110","130","1.18","11084.21","11315","11315","11015","32667","364432845","13887500000","0","1250000","FnGuide K-푸드 지수 (시장가격)","853.04","1.62","0.19"
"367740","HANARO Fn5G산업","50625","1595","3.25","51148.12","53390","53390","50625","13819","724363060","27843750000","0","550000","FnGuide 5G 산업 지수","8684.66","271.98","3.23"
"407300","HANARO Fn골프테마","13120","230","1.78","13207.85","13185","13530","13085","1515","20294875","5248000000","0","400000","FnGuide 골프 테마 지수","1394.76","40.83","3.02"
"381560","HANARO Fn전기&수소차","21020","385","1.87","20865.47","21985","22470","20700","35937","788346750","65162000000","0","3100000","FnGuide 전기&수소차 지수 (시장가격)","4751.92","47.17","1.00"
"441540","HANARO Fn조선해운","31865","1830","6.09","31440.75","31280","31950","30830","38681","1216209844","89222000000","0","2800000","FnGuide 조선해운지수","5152.14","222.15","4.51"
"381570","HANARO Fn친환경에너지","12220","625","5.39","12158.41","12065","12445","12050","24487","299054251","10998000000","0","900000","FnGuide 친환경에너지 지수 (시장가격)","2352.51","95.90","4.25"
"479850","HANARO K-뷰티","15385","-265","-1.69","15327.72","15800","15825","15235","30779","477699063","24616000000","0","1600000","FnGuide K-뷰티 지수","600.84","-9.29","-1.52"
"453060","HANARO KOFR금리액티브(합성)","110755","5","0.00","110748.88","110755","110765","110755","142","15727230","12183050000","0","110000","KOFR 지수","1190.16","0.09","0.01"
"304760","HANARO KRX300","56190","1840","3.39","56606.40","57835","58700","56190","187","10864955","22476000000","0","400000","KRX 300","5633.80","257.84","4.80"
"322410","HANARO K고배당","23625","530","2.29","23906.14","23540","24320","23330","28176","671752837","47250000000","0","2000000","FnGuide 고배당 알파 지수","3519.52","103.31","3.02"
"0155N0","HANARO K휴머노이드테마TOP10","10400","530","5.37","10344.45","10320","10875","10230","266640","2827582760","40040000000","0","3850000","iSelect K휴머노이드테마TOP10 지수","9745.94","520.30","5.64"
"332940","HANARO MSCI Korea TR","57310","2155","3.91","57661.10","59130","60020","57310","1340","79482907","137544000000","0","2400000","MSCI Korea TR Index","5836.60","278.79","5.02"
"322400","HANARO e커머스","11725","505","4.50","11682.17","11425","12055","11415","10691","125637645","42210000000","0","3600000","FnGuide E커머스 지수","2001.92","65.37","3.38"
"473640","HANARO 글로벌금채굴기업","30710","980","3.30","30613.45","30825","31855","30630","41305","1284313573","66026500000","0","2150000","NYSE Arca Gold Miners Index (Price Return)","2210.21","0.00","0.00"
"354350","HANARO 글로벌럭셔리S&P(합성)","21735","335","1.57","22062.66","21555","21810","21555","2476","53947385","11302200000","0","520000","S&P Global Luxury Index","4430.23","0.00","0.00"
"461340","HANARO 글로벌생성형AI액티브","47490","1290","2.79","47521.73","47550","48010","47300","6686","319158430","54613500000","0","1150000","Solactive United States Technology 100 Index(Price Return)","17792.87","0.00","0.00"
"424460","HANARO 글로벌워터MSCI(합성)","15685","0","0.00","15921.07","15835","15855","15685","937","14750235","3137000000","0","200000","MSCI ACWI IMI Water ESG Filtered (Price Return)","2349.31","0.00","0.00"
"401590","HANARO 글로벌탄소배출권선물ICE(합성)","11665","-60","-0.51","11676.21","11665","11665","11570","378","4384090","5949150000","0","510000","ICE Global Carbon Futures Index(Excess Return)","639.45","0.00","0.00"
"0040S0","HANARO 글로벌피지컬AI액티브","28700","965","3.48","28781.45","28600","29220","28597","39577","1144651643","81795000000","0","2850000","Solactive Physical AI Index","16010.29","0.00","0.00"
"314700","HANARO 농업융복합산업","12075","350","2.99","12118.86","12135","12265","12065","4475","54337855","4226250000","0","350000","FnGuide 농업융복합산업 지수(시장가격)","1502.39","32.44","2.21"
"486830","HANARO 머니마켓액티브","52890","0","0.00","52895.57","52890","52900","52885","2500","132226740","67593420000","0","1278000","KIS-NH Amundi MMF지수","119.12","0.00","0.00"
"0181B0","HANARO 미국AI메모리반도체TOP4+","12035","795","7.07","12088.28","12225","12360","12025","772024","9410287975","95076500000","0","7900000","Solactive US AI Memory Semiconductor Top4+ Index","15552.02","0.00","0.00"
"432840","HANARO 미국S&P500","20950","230","1.11","20956.51","20890","21010","20875","4005","83944870","16760000000","0","800000","S&P 500","7394.30","0.00","0.00"
"498050","HANARO 바이오코리아액티브","11990","-295","-2.40","11966.70","12505","12505","11905","17352","212943254","12589500000","0","1050000","iSelect K-바이오헬스케어","1153.53","-8.63","-0.74"
"476260","HANARO 반도체핵심공정주도주","17535","1255","7.71","17786.35","17820","18655","16380","1411774","24293950616","40330500000","0","2300000","FnGuide 반도체 핵심공정 지수","2440.09","211.54","9.49"
"434730","HANARO 원자력iSelect","70570","3665","5.48","72173.37","71395","71960","69100","412241","29128085717","868011000000","0","12300000","iSelect 원자력지수 (시장가격)","6747.83","479.23","7.64"
"0082F0","HANARO 유럽방산","10755","55","0.51","10815.87","10760","10820","10755","457","4925485","8066250000","0","750000","Stoxx 유럽 방산 지수","511.71","0.00","0.00"
"491820","HANARO 전력설비투자","51565","50","0.10","51848.92","55185","55185","51415","308224","16402282795","183055750000","0","3550000","iSelect 전력설비투자 지수","13557.64","146.40","1.09"
"461500","HANARO 종합채권(AA-이상)액티브","105320","430","0.41","105242.78","105200","105320","105150","22","2313845","69827160000","0","663000","KAP 종합채권 총수익지수(AA-이상)","114.08","0.00","0.00"
"0191W0","HANARO 중기종합채권(A-이상)액티브","100160","130","0.13","100147.03","100160","100160","100160","30","3004800","111678400000","0","1115000","KIS 중기종합채권시장 A-이상 총수익지수","112.26","0.00","0.00"
"0111J0","HANARO 증권고배당TOP3플러스","16585","685","4.31","16513.68","16650","16930","16350","138880","2309752536","75461750000","0","4550000","FnGuide 증권 고배당 TOP3 플러스 지수","6170.13","252.68","4.27"
"495750","HANARO 코리아밸류업","37540","1195","3.29","37948.07","38455","39290","37540","2411","92548630","88219000000","0","2350000","코리아 밸류업 지수","3855.34","175.20","4.76"
"304770","HANARO 코스닥150","17965","380","2.16","18257.07","18490","18570","17850","22005","400209700","25510300000","0","1420000","코스닥 150","1835.35","64.09","3.62"
"306530","HANARO 코스닥150선물레버리지","12980","380","3.02","13220.06","13520","13835","12920","42773","574798315","4932400000","0","380000","F-코스닥150 지수","2099.63","45.92","2.24"
"375760","HANARO 탄소효율그린뉴딜","28530","920","3.33","28785.61","29230","29785","28530","764","22382680","25677000000","0","900000","KRX/S&P 탄소효율 그린뉴딜지수","4871.57","227.68","4.90"
"491700","HK 200","130070","6580","5.33","130664.57","133590","136025","130070","432","57307230","78042000000","0","600000","코스피 200","1291.32","59.78","4.85"
"0000Y0","HK 26-12 회사채(AA-이상)액티브","101185","-25","-0.02","101200.75","101155","101185","101155","17","1720115","122433850000","0","1210000","KAP 26-12 크레딧 채권 총수익지수(AA-이상)","109.47","0.00","0.00"
"215620","HK S&P코리아로우볼","16555","545","3.40","16350.27","16285","16555","16205","1438","23310350","8939700000","0","540000","S&P Korea 저변동성 지수","12141.11","0.00","0.00"
"0113P0","HK 머니마켓액티브","101715","5","0.00","101717.27","101710","101715","101710","20","2034250","52688370000","0","518000","KAP 머니마켓 지수(총수익)","116.40","0.00","0.00"
"391670","HK 베스트일레븐액티브","34560","1655","5.03","34962.12","36175","36540","34560","495","17769695","25920000000","0","750000","코스피 200","1290.12","58.58","4.76"
"472920","HK 종합채권(AA-이상)액티브","98100","0","0.00","98359.59","98100","98100","98100","50","4905000","290866500000","0","2965000","KAP 종합채권 AA- 이상 지수(총수익)","113.87","0.00","0.00"
"472840","IBK 200","129075","5875","4.77","129145.59","133450","134385","129075","3250","427150470","48403125000","0","375000","코스피 200","1291.32","59.78","4.85"
"0005G0","IBK K-AI반도체코어테크","66000","1865","2.91","65648.89","70000","70455","65200","136570","9385496154","257400000000","0","3900000","FnGuide K-AI반도체 코어테크 지수","13809.58","194.31","1.43"
"0178H0","IBK 미국AI TOP10국채혼합50","10080","-100","-0.98","10072.23","10185","10195","10080","13506","136840350","46872000000","0","4650000","FnGuide 미국AI TOP10국채혼합 지수","2264.00","-3.57","-0.16"
"0135Y0","IBK 중기종합채권(AA-이상)액티브","99800","165","0.17","99795.49","99850","99850","99795","425","42421470","107484600000","0","1077000","KIS 중기종합채권 (1~5Y, AA-이상, 총수익)","111.81","0.00","0.00"
"0191S0","IBK 코스닥150","18750","1250","7.14","18379.29","17780","18750","17780","323","5922574","13875000000","0","740000","코스닥 150","1835.35","64.09","3.62"
"483570","KCGI 미국S&P500 TOP10","16475","-45","-0.27","16517.78","16550","16630","16475","19828","327316670","26360000000","0","1600000","S&P500 Top10 25% Capped Index(PR)","8661.04","0.00","0.00"
"069660","KIWOOM 200","128910","5780","4.69","129748.09","132275","135255","128910","574147","76666774204","850806000000","0","6600000","코스피 200","1291.32","59.78","4.85"
